,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_LEADUNDR,IPO_TYPE,ipotime,iporeturn,ipoturn
603568.SH,工业,主板,否,2015,11.27,45800000,64692800,中国国际金融股份有限公司,"网下询价,上网定价",17,135.7979051,0.003262751
603569.SH,工业,主板,否,2016,15.43,40010000,33717000,安信证券股份有限公司,"网下询价,上网定价",20,135.7785779,0.015358861
603577.SH,工业,主板,否,2016,11.1,29180000,25544900,德邦证券股份有限公司,"网下询价,上网定价",21,135.7947434,0.661230266
603578.SH,可选消费,主板,否,2017,12.26,22000000,52742900,国信证券股份有限公司,"网下询价,上网定价",21,135.9206799,0.013704273
603579.SH,医疗保健,主板,否,2017,44.66,17500000,55112700,东兴证券股份有限公司,上网定价,15,63.30275229,1.920697451
603580.SH,材料,主板,否,2017,9.81,16670000,32445700,长江证券承销保荐有限公司,上网定价,14,135.7395612,0.047322191
603585.SH,材料,主板,否,2016,26.79,25000000,52093000,广发证券股份有限公司,"网下询价,上网定价",20,81.2337999,1.09055841
603586.SH,可选消费,主板,否,2017,21.37,52500000,82085000,国金证券股份有限公司,"网下询价,上网定价",24,38.90152746,1.072364569
603588.SH,工业,主板,否,2014,18.23,40400000,37737200,华林证券股份有限公司,"网下询价,上网定价",18,32.38095238,1.9449476
603589.SH,日常消费,主板,否,2015,16,60000000,68628654.07,华林证券股份有限公司,"网下询价,上网定价",19,29.38368056,1.776924849
603595.SH,信息技术,主板,否,2017,13.01,25000000,22976700,渤海证券股份有限公司,"网下询价,上网定价",20,118.4196476,1.676433563
603598.SH,可选消费,主板,否,2015,7.2,33340000,27285600,德邦证券股份有限公司,"网下询价,上网定价",16,135.8727097,0.002180564
603599.SH,材料,主板,否,2015,16.11,47060000,57421900,华林证券股份有限公司,"网下询价,上网定价",19,135.8189655,0.008423014
603600.SH,可选消费,主板,否,2015,10.22,25000000,31640000,国信证券股份有限公司,"网下询价,上网定价",17,135.8695652,0.291212589
603601.SH,材料,主板,否,2015,7.9,17000000,30194500,中泰证券股份有限公司,"网下询价,上网定价",16,135.940246,0.039025292
603602.SH,信息技术,主板,否,2017,15.18,20000000,38234900,东方花旗证券有限公司,上网定价,16,135.8645929,1.100387812
603603.SH,工业,主板,否,2017,6.74,40010000,30998271.88,中信建投证券股份有限公司,"网下询价,上网定价",25,135.7363543,0.009688603
603605.SH,日常消费,主板,否,2017,15.34,50000000,69386800,国信证券股份有限公司,"网下询价,上网定价",21,46.71797193,1.736625552
603606.SH,工业,主板,否,2014,8.2,35350000,35124605.88,西部证券股份有限公司,"网下询价,上网定价",29,71.7188823,1.989832282
603607.SH,材料,主板,否,2017,16.04,22780000,33867900,浙商证券股份有限公司,"网下询价,上网定价",27,135.8008658,0.079419315
603608.SH,可选消费,主板,否,2016,9.8,70000000,52838200,招商证券股份有限公司,"网下询价,上网定价",27,105.6697378,1.767488241
603609.SH,日常消费,主板,否,2014,5.88,80000000,46096731.64,广发证券股份有限公司,"网下询价,上网定价",21,90.08264463,3.121666431
603611.SH,工业,主板,否,2015,18.37,20000000,42709045,广发证券股份有限公司,"网下询价,上网定价",22,34.36672968,0.87594372
603612.SH,材料,主板,否,2017,7.88,60200000,31585900,华泰联合证券有限责任公司,"网下询价,上网定价",20,135.7709251,0.030651079
603615.SH,可选消费,主板,否,2017,8.37,60000000,47980000,国金证券股份有限公司,"网下询价,上网定价",27,136.0995851,0.127888843
603616.SH,材料,主板,否,2015,11.35,36680000,57708500,招商证券股份有限公司,"网下询价,上网定价",17,135.8629131,0.675285995
603617.SH,工业,主板,否,2017,8.93,25000000,32348100,华安证券股份有限公司,"网下询价,上网定价",21,122.0839813,1.068860173
603618.SH,工业,主板,否,2015,11.65,53350000,48682350,华林证券股份有限公司,"网下询价,上网定价",15,35.16090584,1.793280125
603619.SH,能源,主板,否,2017,22.61,40000100,63157480.19,国泰君安证券股份有限公司,"网下询价,上网定价",116,11.05651106,1.767404079
603626.SH,信息技术,主板,否,2017,18.85,52666700,76903300,海通证券股份有限公司,"网下询价,上网定价",27,63.15401621,1.641009212
603628.SH,信息技术,主板,否,2017,5.57,68450000,31582800,中信建投证券股份有限公司,"网下询价,上网定价",22,129.925187,1.190820694
603630.SH,日常消费,主板,否,2017,18.39,43600000,51920100,广发证券股份有限公司,"网下询价,上网定价",20,135.7628399,0.279343128
603633.SH,信息技术,主板,否,2016,6.75,30090000,34788700,海通证券股份有限公司,"网下询价,上网定价",17,135.6995885,0.005276404
603636.SH,信息技术,主板,否,2014,14.95,25000000,24670000,太平洋证券股份有限公司,"网下询价,上网定价",19,93.35810497,1.965834618
603637.SH,工业,主板,否,2017,13.86,25576300,42550000,浙商证券股份有限公司,"网下询价,上网定价",27,107.1142285,1.400573015
603638.SH,工业,主板,否,2017,6.58,44000000,43224000,海通证券股份有限公司,"网下询价,上网定价",21,135.8649789,0.014739047
603639.SH,材料,主板,否,2017,24.95,30000000,76418740.65,广发证券股份有限公司,"网下询价,上网定价",21,36.07013638,2.522933483
603648.SH,工业,主板,否,2017,7.37,92166700,41155000,中国国际金融股份有限公司,"网下询价,上网定价",20,135.7210179,0.670061171
603655.SH,可选消费,主板,否,2017,6.46,26500000,27419949,国元证券股份有限公司,"网下询价,上网定价",18,135.8064516,0.028250189
603656.SH,工业,主板,否,2017,21.91,18990000,48558000,东方花旗证券有限公司,上网定价,14,114.6117274,0.866381466
603658.SH,医疗保健,主板,否,2016,14.58,42000000,37828120,招商证券股份有限公司,"网下询价,上网定价",21,135.8095238,0.009376857
603659.SH,材料,主板,否,2017,16.53,63702900,53822637,国金证券股份有限公司,"网下询价,上网定价",18,135.8403361,0.349891216
603660.SH,信息技术,主板,否,2016,8.03,62500000,49320000,华林证券股份有限公司,"网下询价,上网定价",22,135.8131488,0.007875901
603661.SH,可选消费,主板,否,2017,56.88,25000000,56196161.97,兴业证券股份有限公司,"网下询价,上网定价",21,-6.067635209,1.688669562
603663.SH,材料,主板,否,2016,5.28,33550000,30873200,浙商证券股份有限公司,"网下询价,上网定价",21,135.7894737,0.005018152
603665.SH,可选消费,主板,否,2017,21.4,25000000,50299000,中信建投证券股份有限公司,"网下询价,上网定价",20,135.7884491,0.753232181
603667.SH,工业,主板,否,2016,8.8,50600000,43101600,国海证券股份有限公司,"网下询价,上网定价",28,135.9116022,0.009758103
603668.SH,日常消费,主板,否,2017,6.21,53000000,38269100,海通证券股份有限公司,"网下询价,上网定价",21,135.6823266,0.067460209
603669.SH,医疗保健,主板,否,2015,11.7,65000000,57550000,中信证券股份有限公司,"网下询价,上网定价",17,135.7863501,0.004192307
603676.SH,医疗保健,主板,否,2017,5.53,63000000,51354600,中信证券股份有限公司,"网下询价,上网定价",18,79.52261307,1.86811018
603677.SH,工业,主板,否,2017,21.13,20000000,40102000,国信证券股份有限公司,上网定价,21,114.985212,1.022947907
603678.SH,信息技术,主板,否,2015,10.38,41600000,49896400,东北证券股份有限公司,"网下询价,上网定价",20,135.9197324,1.165285945
603679.SH,工业,主板,否,2017,9.44,25000000,29956600,东吴证券股份有限公司,"网下询价,上网定价",21,118.7637969,1.812503457
603680.SH,工业,主板,否,2018,32.69,42000000,51165667,中信建投证券股份有限公司,"网下询价,上网定价",27,0.424899086,2.386587381
603683.SH,材料,主板,否,2017,9.34,31670000,35672571,广发证券股份有限公司,"网下询价,上网定价",25,135.8364312,0.651795387
603685.SH,可选消费,主板,否,2017,21.04,25000000,62750000,中德证券有限责任公司,"网下询价,上网定价",21,16.69966997,1.566097975
603686.SH,工业,主板,否,2015,14.86,33350000,46035550,兴业证券股份有限公司,"网下询价,上网定价",20,92.89719626,0.727542102
603688.SH,材料,主板,否,2014,6.45,55950000,30032700,中信证券股份有限公司,"网下询价,上网定价",15,135.8449946,0.048155267
603689.SH,能源,主板,否,2017,7.87,84000000,27255664.8,国元证券股份有限公司,"网下询价,上网定价",25,54.72197705,2.952861071
603690.SH,工业,主板,否,2017,1.73,52000000,18524658.14,兴业证券股份有限公司,"网下询价,上网定价",21,134.939759,0.003818615
603696.SH,日常消费,主板,否,2015,10.1,30000000,36443300,安信证券股份有限公司,"网下询价,上网定价",16,135.8321871,0.022600533
603698.SH,工业,主板,否,2015,12.52,82300000,49220588.62,中国中投证券有限责任公司,"网下询价,上网定价",21,59.12368275,1.320412159
603699.SH,工业,主板,否,2014,17.66,82500000,43804100,中信建投证券股份有限公司,"网下询价,上网定价",17,-24.90134175,2.755441666
603701.SH,可选消费,主板,否,2016,13.5,19600000,41310000,摩根士丹利华鑫证券有限责任公司,上网定价,15,135.8024691,0.037781376
603703.SH,工业,主板,否,2015,11.32,23000000,33480880,浙商证券股份有限公司,"网下询价,上网定价",20,93.00613497,1.025864124
603707.SH,医疗保健,主板,否,2017,7.21,63500000,34090094.34,国金证券股份有限公司,"网下询价,上网定价",21,65.79961464,1.468980074
603708.SH,日常消费,主板,否,2016,13.64,90000000,83318500,中国银河证券股份有限公司,"网下询价,上网定价",21,85.23421589,1.170450211
603709.SH,可选消费,主板,否,2018,19.86,20000000,45958300,广发证券股份有限公司,上网定价,14,19.12587413,2.720257521
603711.SH,日常消费,主板,否,2017,14.18,40010000,59206600,招商证券股份有限公司,"网下询价,上网定价",17,46.22918707,3.085823059
603712.SH,信息技术,主板,否,2018,4.55,100000000,57978000,中信证券股份有限公司,"网下询价,上网定价",27,136.0305344,0.029398059
603716.SH,医疗保健,主板,否,2016,26.91,12740000,28842000,安信证券股份有限公司,上网定价,14,135.8193548,0.00788234
603717.SH,工业,主板,否,2017,14.63,43177900,61506600,中德证券有限责任公司,"网下询价,上网定价",41,119.8386331,1.083850741
603718.SH,医疗保健,主板,否,2015,6.81,70000000,58756157,海通证券股份有限公司,"网下询价,上网定价",21,135.8817533,0.003942871
603721.SH,可选消费,主板,否,2017,7.05,25000000,32876415.09,中信建投证券股份有限公司,"网下询价,上网定价",18,136.0591133,0.01814332
603722.SH,材料,主板,否,2017,11.24,21700000,30454300,光大证券股份有限公司,"网下询价,上网定价",28,135.8863496,0.023002166
603725.SH,材料,主板,否,2017,9.64,36680000,26260642,光大证券股份有限公司,"网下询价,上网定价",21,125.7204611,1.490040183
603726.SH,工业,主板,否,2016,11.73,23680000,45880000,中国中投证券有限责任公司,"网下询价,上网定价",21,135.7608052,0.02732555
603727.SH,能源,主板,否,2016,20.81,58700000,79790400,华林证券股份有限公司,"网下询价,上网定价",22,107.1404738,1.280203342
603728.SH,工业,主板,否,2017,11.23,80000000,105610000,安信证券股份有限公司,"网下询价,上网定价",21,57.94681509,1.084121823
603729.SH,可选消费,主板,否,2015,26.61,16670000,42563200,华林证券股份有限公司,"网下询价,上网定价",21,135.8298539,0.113494419
603730.SH,可选消费,主板,否,2017,24.92,48000000,80037700,海通证券股份有限公司,"网下询价,上网定价",39,7.943143813,2.302539587
603737.SH,材料,主板,否,2016,15.94,25000000,63316600,中信证券股份有限公司,"网下询价,上网定价",18,135.9477124,0.02121976
603738.SH,信息技术,主板,否,2016,16.14,16680000,33695200,长城证券股份有限公司,上网定价,16,135.757315,0.01247482
603757.SH,工业,主板,否,2017,22.42,21000000,39094100,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",21,36.09045849,2.470345736
603758.SH,可选消费,主板,否,2017,10.8,60000000,34660800,长城证券股份有限公司,"网下询价,上网定价",22,43.72990354,2.54830265
603766.SH,可选消费,主板,否,2012,6.58,80000000,39308000,中国国际金融股份有限公司,"网下询价,上网定价",18,103.0395137,90.49166625
603767.SH,可选消费,主板,否,2017,11.19,53330000,39941700,九州证券股份有限公司,"网下询价,上网定价",42,44.56859094,2.307796001
603768.SH,可选消费,主板,否,2017,16.32,51000000,50996800,东方花旗证券有限公司,"网下询价,上网定价",39,55.57446809,1.697872996
603773.SH,信息技术,主板,否,2018,33.37,23648889,50993400,申港证券股份有限公司,"网下询价,上网定价",22,72.25806452,1.463277578
603776.SH,工业,主板,否,2017,26.85,24000000,63516400,中国国际金融股份有限公司,"网下询价,上网定价",20,135.8510088,1.107121468
603777.SH,日常消费,主板,否,2016,11.67,60000000,39989000,中信建投证券股份有限公司,"网下询价,上网定价",29,135.8928571,1.279089093
603778.SH,工业,主板,否,2015,18.98,20000000,46555500,招商证券股份有限公司,"网下询价,上网定价",15,135.8214416,0.772182882
603779.SH,日常消费,主板,否,2016,4.61,50200000,38600000,第一创业证券承销保荐有限责任公司,"网下询价,上网定价",21,135.5421687,0.026809921
603787.SH,可选消费,主板,否,2017,6.09,51000000,37900000,海通证券股份有限公司,"网下询价,上网定价",20,136.031927,0.028777666
603788.SH,可选消费,主板,否,2015,10.28,34200000,42615400,国信证券股份有限公司,"网下询价,上网定价",40,114.3243243,1.667104483
603789.SH,工业,主板,否,2015,11.23,50000000,64035900,中航证券有限公司,"网下询价,上网定价",24,93.25912183,1.235448837
603797.SH,工业,主板,否,2017,5.96,53340000,40609200,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",23,135.7808858,0.025698818
603798.SH,能源,主板,否,2016,14.33,25000000,34217000,光大证券股份有限公司,"网下询价,上网定价",22,135.755814,0.03101412
603799.SH,材料,主板,否,2015,4.77,91000000,64606500,中信证券股份有限公司,"网下询价,上网定价",22,136.2445415,0.086754955
603800.SH,能源,主板,否,2015,10.95,52000000,53240000,华泰联合证券有限责任公司,"网下询价,上网定价",17,135.9543437,0.031672999
