,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_LEADUNDR,IPO_TYPE,ipotime,iporeturn,ipoturn
300416.SZ,工业,创业板,否,2015,11.48,15700000,37366400,东吴证券股份有限公司,"网下询价,上网定价",16,135.753176,0.035779487
300417.SZ,信息技术,创业板,否,2015,16.08,10200000,21500000,民生证券股份有限公司,"网下询价,上网定价",17,135.7512953,0.704177439
300418.SZ,信息技术,创业板,否,2015,20.3,70000000,90620400,中国国际金融股份有限公司,"网下询价,上网定价",15,135.8535751,0.046125256
300419.SZ,信息技术,创业板,否,2015,28.81,10300000,29909726,平安证券股份有限公司,"网下询价,上网定价",15,135.7435527,0.065235145
300420.SZ,工业,创业板,否,2015,8.27,20000000,33930116.15,海通证券股份有限公司,"网下询价,上网定价",15,123.845508,1.207499862
300421.SZ,工业,创业板,否,2015,9.13,28000000,26913800,海通证券股份有限公司,"网下询价,上网定价",15,67.07224335,1.979716063
300422.SZ,工业,创业板,否,2015,10,15500000,30500000,国金证券股份有限公司,"网下询价,上网定价",15,135.8333333,0.054237414
300423.SZ,工业,创业板,否,2015,10.3,22000000,36370000,国信证券股份有限公司,"网下询价,上网定价",15,75.85974376,2.005424738
300424.SZ,工业,创业板,否,2015,11.68,33270000,53362600,招商证券股份有限公司,"网下询价,上网定价",19,135.8501784,0.024318818
300425.SZ,工业,创业板,否,2015,15.21,18000000,29750000,中信建投证券股份有限公司,"网下询价,上网定价",14,135.890411,0.677883685
300426.SZ,可选消费,创业板,否,2015,22.83,20000000,38280850.5,中泰证券股份有限公司,"网下询价,上网定价",15,135.8880779,0.591976285
300427.SZ,工业,创业板,否,2015,10.46,22170000,45128800,长江证券承销保荐有限公司,"网下询价,上网定价",15,73.5059761,2.086246729
300428.SZ,材料,创业板,否,2015,14.71,20200000,28715777.38,兴业证券股份有限公司,"网下询价,上网定价",16,86.87440982,1.865100026
300429.SZ,材料,创业板,否,2015,15.89,20000000,43870000,金元证券股份有限公司,"网下询价,上网定价",21,135.9265734,0.321263492
300430.SZ,工业,创业板,否,2015,18.91,15200000,40900041.09,西南证券股份有限公司,"网下询价,上网定价",16,114.8733015,1.384293914
300431.SZ,信息技术,创业板,否,2015,7.14,30000000,47785800,中国国际金融股份有限公司,"网下询价,上网定价",21,135.7976654,0.006418467
300432.SZ,可选消费,创业板,否,2015,13.97,30000000,42177900,首创证券有限责任公司,"网下询价,上网定价",16,119.6819085,1.352586031
300433.SZ,信息技术,创业板,否,2015,22.99,67360000,42223600,国信证券股份有限公司,"网下询价,上网定价",15,135.819994,0.038689516
300434.SZ,工业,创业板,否,2015,10.57,17000000,32284300,海通证券股份有限公司,"网下询价,上网定价",21,135.8081472,0.065520003
300435.SZ,工业,创业板,否,2015,14.73,20000000,34500000,湘财证券股份有限公司,"网下询价,上网定价",16,135.8321546,0.082337454
300436.SZ,医疗保健,创业板,否,2015,21.47,17500000,41750000,华林证券股份有限公司,"网下询价,上网定价",19,135.8344114,0.0217965
300437.SZ,材料,创业板,否,2015,10.53,16700000,23550000,中原证券股份有限公司,"网下询价,上网定价",20,135.9498681,0.013317366
300438.SZ,工业,创业板,否,2015,14.87,21000000,34080000,华林证券股份有限公司,"网下询价,上网定价",21,135.8243811,0.1466133
300439.SZ,医疗保健,创业板,否,2015,27.51,28340000,67646171,光大证券股份有限公司,"网下询价,上网定价",19,135.7990406,0.586619854
300440.SZ,信息技术,创业板,否,2015,21.7,28000000,49830000,中国国际金融股份有限公司,"网下询价,上网定价",20,135.84,0.882073343
300441.SZ,工业,创业板,否,2015,9.81,21120000,34051200,海通证券股份有限公司,"网下询价,上网定价",20,135.7395612,0.869273663
300442.SZ,工业,创业板,否,2015,19.17,25000000,58216400,广发证券股份有限公司,"网下询价,上网定价",21,71.23188406,1.324472308
300443.SZ,工业,创业板,否,2015,31.94,14070000,25695500,中泰证券股份有限公司,"网下询价,上网定价",19,135.8121331,0.572616518
300444.SZ,工业,创业板,否,2015,12.13,34486400,48565809.99,东北证券股份有限公司,"网下询价,上网定价",20,92.9593589,0.991183221
300445.SZ,工业,创业板,否,2015,18.12,10200000,26220400,东海证券股份有限公司,"网下询价,上网定价",21,135.7608279,0.045552354
300446.SZ,材料,创业板,否,2015,8.85,15400000,24759900,中信建投证券股份有限公司,"网下询价,上网定价",16,135.7927786,0.010120195
300447.SZ,工业,创业板,否,2015,12.91,20250000,51175500,国金证券股份有限公司,"网下询价,上网定价",19,135.9870898,0.024879012
300448.SZ,信息技术,创业板,否,2015,15.79,20000000,31819600,招商证券股份有限公司,"网下询价,上网定价",21,135.7519789,0.01453975
300449.SZ,信息技术,创业板,否,2015,17.76,17700000,37580944.1,信达证券股份有限公司,"网下询价,上网定价",19,135.7450137,0.068694465
300450.SZ,工业,创业板,否,2015,21.21,17000000,31527269.6,兴业证券股份有限公司,"网下询价,上网定价",24,135.821873,0.002570588
300451.SZ,信息技术,创业板,否,2015,14.02,17000000,37800000,国元证券股份有限公司,"网下询价,上网定价",20,135.8593363,0.001263294
300452.SZ,医疗保健,创业板,否,2015,14.96,11600000,24850000,国元证券股份有限公司,"网下询价,上网定价",21,135.8402971,0.003175259
300453.SZ,医疗保健,创业板,否,2015,12.87,19860000,25872241.06,华泰联合证券有限责任公司,"网下询价,上网定价",21,135.72585,0.00305136
300455.SZ,信息技术,创业板,否,2015,6.88,35000000,38804632.07,中国中投证券有限责任公司,"网下询价,上网定价",18,135.9233098,0.0019
300456.SZ,工业,创业板,否,2015,14.01,21000000,27990000,国信证券股份有限公司,"网下询价,上网定价",20,135.7957362,0.002598429
300457.SZ,工业,创业板,否,2015,12.41,19500000,37850000,平安证券股份有限公司,"网下询价,上网定价",20,135.8701735,0.002130308
300458.SZ,信息技术,创业板,否,2015,12.73,40000000,79821262.79,平安证券股份有限公司,"网下询价,上网定价",21,135.7883252,0.00219
300459.SZ,信息技术,创业板,否,2015,7.84,26500000,32245600,平安证券股份有限公司,"网下询价,上网定价",21,135.7838795,0.003530113
300460.SZ,信息技术,创业板,否,2015,6.43,42080000,23880000,招商证券股份有限公司,"网下询价,上网定价",21,135.9611231,0.002567657
300461.SZ,工业,创业板,否,2015,7.92,16680000,35459500,中德证券有限责任公司,"网下询价,上网定价",21,135.7894737,0.002242206
300462.SZ,信息技术,创业板,否,2015,14.25,17220000,22348600,光大证券股份有限公司,"网下询价,上网定价",16,135.7212476,0.002433217
300463.SZ,医疗保健,创业板,否,2015,27.96,46500000,51180000,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",17,135.8420268,0.003394666
300464.SZ,工业,创业板,否,2015,10.2,20670000,33402000,广发证券股份有限公司,"网下询价,上网定价",16,135.8747447,0.005722109
300465.SZ,信息技术,创业板,否,2015,11.26,33340000,38966800,华泰联合证券有限责任公司,"网下询价,上网定价",17,135.7186922,0.001706659
300466.SZ,工业,创业板,否,2015,10.25,20000000,31243500,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",17,135.9756098,0.00211955
300467.SZ,信息技术,创业板,否,2015,33.75,10000000,43457900,国金证券股份有限公司,"网下询价,上网定价",16,135.8230453,0.00168
300468.SZ,信息技术,创业板,否,2015,18.76,25000000,41529500,国信证券股份有限公司,"网下询价,上网定价",16,135.8756016,0.003208
300469.SZ,信息技术,创业板,否,2015,10.14,16700000,25633500,中山证券有限责任公司,"网下询价,上网定价",17,135.890411,0.00847497
300470.SZ,工业,创业板,否,2015,34.6,13340000,51651800,国金证券股份有限公司,"网下询价,上网定价",18,135.7888398,0.680871189
300471.SZ,工业,创业板,否,2015,54.01,17800000,82163258.43,国金证券股份有限公司,"网下询价,上网定价",16,97.68548283,0.936226666
300472.SZ,工业,创业板,否,2015,11.39,16670000,26781300,广州证券股份有限公司,"网下询价,上网定价",17,135.6097561,0.035893165
300473.SZ,可选消费,创业板,否,2015,28.76,25000000,46150000,光大证券股份有限公司,"网下询价,上网定价",18,92.92441439,0.224061087
300474.SZ,工业,创业板,否,2016,13.64,33500000,63020000,国泰君安证券股份有限公司,"网下询价,上网定价",17,135.7942974,0.009119552
300475.SZ,工业,创业板,否,2015,8.8,50000000,35303348.33,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",16,135.9116022,0.00446838
300476.SZ,信息技术,创业板,否,2015,15.73,36670000,43550000,国信证券股份有限公司,"网下询价,上网定价",17,135.8940397,0.580786943
300477.SZ,工业,创业板,否,2015,10.61,27045000,31709503.52,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",16,135.8638743,0.005035577
300478.SZ,材料,创业板,否,2015,14.84,16670000,34348100,中泰证券股份有限公司,"网下询价,上网定价",16,135.8914366,0.006791962
300479.SZ,信息技术,创业板,否,2015,11.02,20000000,47745400,招商证券股份有限公司,"网下询价,上网定价",18,135.7908003,0.037110496
300480.SZ,工业,创业板,否,2015,7.28,23000000,28064277,光大证券股份有限公司,"网下询价,上网定价",22,135.9732824,0.209642485
300481.SZ,材料,创业板,否,2015,9.13,20000000,36610000,中原证券股份有限公司,"网下询价,上网定价",20,127.8326996,1.217314601
300482.SZ,医疗保健,创业板,否,2015,16,22000000,36984898.5,广发证券股份有限公司,"网下询价,上网定价",20,135.7638889,0.441024423
300483.SZ,可选消费,创业板,否,2015,11.39,15500000,26680300,华西证券股份有限公司,"网下询价,上网定价",20,135.6097561,1.140395999
300484.SZ,工业,创业板,否,2016,18.75,13000000,29940000,中泰证券股份有限公司,上网定价,13,135.7777778,0.016992845
300485.SZ,医疗保健,创业板,否,2015,38.46,30000000,72855300,信达证券股份有限公司,"网下询价,上网定价",16,35.96966414,1.325254917
300486.SZ,工业,创业板,否,2015,8.94,34720000,46360000,中信证券股份有限公司,"网下询价,上网定价",20,110.955711,1.375159144
300487.SZ,材料,创业板,否,2015,14.83,20000000,41271300,平安证券股份有限公司,"网下询价,上网定价",22,135.8614232,2.156887054
300488.SZ,工业,创业板,否,2015,20.11,15630000,38482000,国信证券股份有限公司,"网下询价,上网定价",21,101.6229282,2.064872265
300489.SZ,材料,创业板,否,2015,17.56,11350000,37272300,东北证券股份有限公司,"网下询价,上网定价",21,135.7848952,1.291176677
300490.SZ,工业,创业板,否,2015,9.09,25000000,29900000,光大证券股份有限公司,"网下询价,上网定价",15,135.828877,0.00876616
300491.SZ,工业,创业板,否,2015,10.48,20000000,30025800,中德证券有限责任公司,"网下询价,上网定价",15,135.8515573,0.0065399
300492.SZ,工业,创业板,否,2015,6.9,20800000,36150000,国信证券股份有限公司,"网下询价,上网定价",19,135.6136821,0.004632933
300493.SZ,信息技术,创业板,否,2015,6.87,30000000,36510000,国信证券股份有限公司,"网下询价,上网定价",17,135.8948433,0.003407
300494.SZ,信息技术,创业板,否,2015,18.1,30000000,67100600,长江证券承销保荐有限公司,"网下询价,上网定价",15,135.8787414,0.006557467
300495.SZ,工业,创业板,否,2015,31.82,16700000,35477400,广发证券股份有限公司,"网下询价,上网定价",18,135.7922305,0.014792395
300496.SZ,信息技术,创业板,否,2015,23.27,25000000,51210000,中国国际金融股份有限公司,"网下询价,上网定价",17,135.8698896,0.00414404
300497.SZ,医疗保健,创业板,否,2015,15.33,18000000,35076700,长江证券承销保荐有限公司,"网下询价,上网定价",18,135.7789855,0.008506667
300499.SZ,工业,创业板,否,2016,15.52,16670000,31104058.02,天风证券股份有限公司,上网定价,13,135.8836689,0.049604498
300500.SZ,工业,创业板,否,2016,20.91,15000000,35846600,广发证券股份有限公司,上网定价,14,135.7688476,0.029700799
300501.SZ,材料,创业板,否,2016,22.02,13380000,29866659.78,天风证券股份有限公司,上网定价,13,135.824661,0.039295591
300502.SZ,信息技术,创业板,否,2016,21.47,19400000,51992000,东莞证券股份有限公司,上网定价,13,135.8344114,0.757343531
300503.SZ,工业,创业板,否,2016,7.72,25000000,25390900,南京证券股份有限公司,"网下询价,上网定价",19,135.7913669,0.025776239
300504.SZ,信息技术,创业板,否,2018,13.06,66852000,77557120,广发证券股份有限公司,"网下询价,上网定价",17,130.5688464,1.223132491
300505.SZ,材料,创业板,否,2016,10.25,23350000,36269700,世纪证券有限责任公司,"网下询价,上网定价",19,135.9756098,0.693847835
300506.SZ,工业,创业板,否,2016,8.58,30000000,30328700,恒泰长财证券有限责任公司,"网下询价,上网定价",17,135.9223301,0.135871574
300507.SZ,可选消费,创业板,否,2016,24.92,16670000,61008400,国金证券股份有限公司,上网定价,31,124.916388,0.886881709
300508.SZ,工业,创业板,否,2016,20.08,14210000,27628400,摩根士丹利华鑫证券有限责任公司,"网下询价,上网定价",20,135.7883817,0.006862859
300509.SZ,工业,创业板,否,2016,13.22,20000000,33407500,广发证券股份有限公司,上网定价,13,135.7142857,0.018328799
300510.SZ,工业,创业板,否,2016,12.3,21800000,29400028.3,兴业证券股份有限公司,"网下询价,上网定价",18,135.7989836,0.648625314
300511.SZ,日常消费,创业板,否,2016,16.82,37500000,58200400,安信证券股份有限公司,"网下询价,上网定价",20,125.0619323,1.001520991
300512.SZ,工业,创业板,否,2016,20.91,33750000,40852500,瑞银证券有限责任公司,"网下询价,上网定价",27,135.7688476,0.048128445
300513.SZ,信息技术,创业板,否,2016,11.73,19060000,27123100,中国银河证券股份有限公司,上网定价,14,135.7608052,0.008691396
300514.SZ,信息技术,创业板,否,2017,8.46,25000000,30995000,招商证券股份有限公司,"网下询价,上网定价",20,135.7142857,0.014751239
300515.SZ,工业,创业板,否,2016,8.57,25000000,31353000,国泰君安证券股份有限公司,"网下询价,上网定价",19,135.8995138,0.00516296
300516.SZ,信息技术,创业板,否,2016,22.5,30000000,47735000,西南证券股份有限公司,"网下询价,上网定价",17,135.7407407,0.008574032
300517.SZ,工业,创业板,否,2016,10.04,25600000,29367600,长江证券承销保荐有限公司,"网下询价,上网定价",43,135.8921162,0.00483418
300518.SZ,信息技术,创业板,否,2016,22.22,23340000,58700000,广发证券股份有限公司,"网下询价,上网定价",18,135.8125,0.004074293
300519.SZ,医疗保健,创业板,否,2016,12.2,20000000,32330000,太平洋证券股份有限公司,上网定价,18,135.7996585,0.00277525
300520.SZ,信息技术,创业板,否,2016,10.05,23000000,35550000,国元证券股份有限公司,"网下询价,上网定价",18,135.7982032,0.001987043
300521.SZ,工业,创业板,否,2016,11.26,20000000,36292500,江海证券有限公司,上网定价,13,135.7186922,0.00231755
300522.SZ,材料,创业板,否,2016,18.55,16670000,27761000,中信建投证券股份有限公司,上网定价,14,135.8292774,0.003609238
300523.SZ,信息技术,创业板,否,2016,21.92,20000000,39624900,中信建投证券股份有限公司,上网定价,15,135.8048162,0.0035556
300525.SZ,信息技术,创业板,否,2016,11.68,17100000,30810000,国金证券股份有限公司,上网定价,13,135.8501784,0.002245673
300526.SZ,可选消费,创业板,否,2016,10.5,21250000,36000000,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",20,135.7142857,0.002804659
300527.SZ,工业,创业板,否,2016,6.64,115700000,54210000,中国国际金融股份有限公司,"网下询价,上网定价",21,135.7740586,0.002884287
300528.SZ,可选消费,创业板,否,2016,6.62,77630000,67728200,中国国际金融股份有限公司,"网下询价,上网定价",21,135.8866737,0.0025156
300529.SZ,医疗保健,创业板,否,2016,10.8,42000000,37360000,中航证券有限公司,"网下询价,上网定价",19,135.9485531,0.003300357
300530.SZ,材料,创业板,否,2016,11.95,17500000,32926900,广发证券股份有限公司,上网定价,13,135.7350378,0.002507886
300531.SZ,信息技术,创业板,否,2016,13.36,20000000,42728800,中信证券股份有限公司,上网定价,15,135.8627859,0.0024091
300532.SZ,工业,创业板,否,2016,16.32,21000000,34354900,华林证券股份有限公司,"网下询价,上网定价",21,135.8297872,0.003517619
300533.SZ,信息技术,创业板,否,2016,37.02,25000000,64993400,华林证券股份有限公司,"网下询价,上网定价",20,135.8281748,0.0051532
300534.SZ,医疗保健,创业板,否,2016,13.64,21670000,47090000,华龙证券股份有限公司,"网下询价,上网定价",20,135.7942974,0.006120166
300535.SZ,材料,创业板,否,2016,18.5,14940000,25600000,国都证券股份有限公司,上网定价,15,135.7732733,0.003598862
300536.SZ,工业,创业板,否,2016,9.06,23276836,41000000,红塔证券股份有限公司,"网下询价,上网定价",43,135.862069,0.004909043
300537.SZ,材料,创业板,否,2016,9.19,25000000,33816584.85,江海证券有限公司,"网下询价,上网定价",21,135.8276644,0.00338144
300538.SZ,工业,创业板,否,2016,15.85,14000000,40028600,广发证券股份有限公司,上网定价,16,135.8019281,0.004380286
300539.SZ,材料,创业板,否,2016,6.12,23750000,36531900,安信证券股份有限公司,"网下询价,上网定价",19,135.8683314,0.002961895
300540.SZ,工业,创业板,否,2016,16.67,20000000,36100000,中信证券股份有限公司,上网定价,15,135.7083333,0.0044503
300541.SZ,信息技术,创业板,否,2016,11.07,30000000,27000000,国泰君安证券股份有限公司,"网下询价,上网定价",19,135.7590966,0.0041605
300542.SZ,信息技术,创业板,否,2016,8.21,22550000,29265000,安信证券股份有限公司,"网下询价,上网定价",25,135.6175973,0.003587361
300543.SZ,信息技术,创业板,否,2016,22.52,15000000,54971800,中信证券股份有限公司,上网定价,16,135.800185,0.004944467
300545.SZ,工业,创业板,否,2016,13.5,17830000,36303600,东方花旗证券有限公司,上网定价,16,135.8024691,0.003740886
300546.SZ,信息技术,创业板,否,2016,20.43,13340000,36759800,中信证券股份有限公司,上网定价,15,135.8259687,0.003134333
300547.SZ,可选消费,创业板,否,2016,22.07,14950000,26572600,湘财证券股份有限公司,上网定价,11,135.8086847,0.011701137
300548.SZ,信息技术,创业板,否,2016,11.75,20670000,45855200,中信证券股份有限公司,"网下询价,上网定价",28,135.8747045,0.003709821
300549.SZ,工业,创业板,否,2016,15.03,16670000,32348600,长江证券承销保荐有限公司,上网定价,16,135.8133087,0.004646071
300550.SZ,信息技术,创业板,否,2016,12.53,20000000,39010000,中信证券股份有限公司,上网定价,20,135.5875831,0.002845
300551.SZ,信息技术,创业板,否,2016,12.48,18360000,25834000,国海证券股份有限公司,上网定价,22,135.8931553,0.002737091
300552.SZ,信息技术,创业板,否,2016,12.25,26700000,50975000,东北证券股份有限公司,"网下询价,上网定价",25,135.7142857,0.002479551
300553.SZ,信息技术,创业板,否,2016,14.08,12000000,36099000,中泰证券股份有限公司,上网定价,22,135.7988166,0.00286025
300554.SZ,材料,创业板,否,2017,14.99,13000000,28150000,国信证券股份有限公司,上网定价,14,135.8499305,0.0185
300555.SZ,信息技术,创业板,否,2016,15.4,20000000,26903774.94,申万宏源证券承销保荐有限责任公司,上网定价,21,135.7529306,0.0034475
300556.SZ,信息技术,创业板,否,2016,5.54,27800000,39084300,中信证券股份有限公司,"网下询价,上网定价",17,136.0902256,0.001666223
300557.SZ,信息技术,创业板,否,2016,13.91,14000000,27310800,申万宏源证券承销保荐有限责任公司,上网定价,13,135.7463804,0.002076786
300558.SZ,医疗保健,创业板,否,2016,17.57,41000000,63020000,中国国际金融股份有限公司,"网下询价,上网定价",19,135.7312253,0.003636536
300559.SZ,信息技术,创业板,否,2016,17.56,18000000,35221300,信达证券股份有限公司,上网定价,15,135.7848952,0.002794555
300560.SZ,信息技术,创业板,否,2016,10.26,17530000,32845120,东莞证券股份有限公司,上网定价,14,135.9512525,0.001642898
300561.SZ,信息技术,创业板,否,2016,26.11,14000000,32573900,国都证券股份有限公司,上网定价,17,135.8510638,0.004109072
300562.SZ,医疗保健,创业板,否,2016,15.63,14800000,22063900,长城证券股份有限公司,上网定价,16,135.8951577,0.003175338
300563.SZ,信息技术,创业板,否,2016,8.84,20000000,32768600,民生证券股份有限公司,上网定价,14,135.6637863,0.002395
300565.SZ,信息技术,创业板,否,2016,8.78,40000000,36650000,招商证券股份有限公司,"网下询价,上网定价",22,135.7594937,0.003742125
300566.SZ,信息技术,创业板,否,2016,14.94,19900000,45718900,广发证券股份有限公司,上网定价,15,135.7508136,0.002518794
300567.SZ,信息技术,创业板,否,2016,19.92,20000000,39843600,广发证券股份有限公司,上网定价,13,135.8437936,0.004511
300568.SZ,材料,创业板,否,2016,21.65,30000000,45250400,恒泰长财证券有限责任公司,"网下询价,上网定价",20,135.7921745,0.006170534
300569.SZ,工业,创业板,否,2016,41.57,20840000,67808900,兴业证券股份有限公司,"网下询价,上网定价",17,135.8336118,0.522174776
300570.SZ,信息技术,创业板,否,2016,20.59,31944000,36439300,招商证券股份有限公司,"网下询价,上网定价",21,135.851602,0.538640141
300571.SZ,信息技术,创业板,否,2016,12.04,10000000,31950000,中国民族证券有限责任公司,上网定价,15,135.8131488,0.00231
300572.SZ,信息技术,创业板,否,2016,13.79,16670000,27630100,申万宏源证券承销保荐有限责任公司,上网定价,15,135.8509567,0.004703059
300573.SZ,医疗保健,创业板,否,2016,5.16,20000000,30514000,海通证券股份有限公司,上网定价,13,135.935397,0.00236415
300575.SZ,材料,创业板,否,2016,22.29,18350000,43541400,西部证券股份有限公司,上网定价,18,99.87538941,1.28151989
300576.SZ,材料,创业板,否,2016,8.24,20000000,25076400,中国民族证券有限责任公司,上网定价,15,135.8887953,0.0048406
300577.SZ,可选消费,创业板,否,2016,19.58,16670000,30363800,招商证券股份有限公司,上网定价,15,135.8156028,0.636444747
300578.SZ,电信服务,创业板,否,2017,9.7,18000000,26961356.21,兴业证券股份有限公司,上网定价,13,135.9341446,0.006511389
300579.SZ,信息技术,创业板,否,2016,13.32,20000000,39735300,中信建投证券股份有限公司,上网定价,15,135.818561,0.00601195
300580.SZ,可选消费,创业板,否,2017,9.59,50000000,37646000,中信证券股份有限公司,"网下询价,上网定价",41,76.17668356,1.611615539
300581.SZ,工业,创业板,否,2016,24.23,11300000,27388600,国信证券股份有限公司,上网定价,13,135.798223,0.008009204
300582.SZ,工业,创业板,否,2016,14.85,33000000,29840000,国信证券股份有限公司,"网下询价,上网定价",21,98.97100094,0.893665552
300583.SZ,医疗保健,创业板,否,2017,40.29,26666667,48765500,国金证券股份有限公司,"网下询价,上网定价",18,13.23681489,1.385462403
300584.SZ,医疗保健,创业板,否,2017,11.11,20000000,23743000,华泰联合证券有限责任公司,上网定价,15,135.875,0.021558451
300585.SZ,可选消费,创业板,否,2016,9.86,20000000,21367800,南京证券股份有限公司,上网定价,13,135.915493,0.015216449
300586.SZ,材料,创业板,否,2017,9.3,24000000,22935000,东北证券股份有限公司,"网下询价,上网定价",21,135.7729649,0.023781206
300587.SZ,材料,创业板,否,2017,14.11,26000000,30955065.91,兴业证券股份有限公司,"网下询价,上网定价",20,72.98228346,1.7930125
300588.SZ,信息技术,创业板,否,2017,4.94,25000000,29032600,中德证券有限责任公司,"网下询价,上网定价",21,136.0056259,0.00699096
300589.SZ,工业,创业板,否,2017,6.34,21670000,29100000,安信证券股份有限公司,"网下询价,上网定价",18,135.7064622,0.010605122
300590.SZ,信息技术,创业板,否,2017,28.48,20000000,35393500,国信证券股份有限公司,上网定价,15,56.13265057,1.742844939
300591.SZ,可选消费,创业板,否,2017,3.07,60000000,33111500,海通证券股份有限公司,"网下询价,上网定价",21,135.9728507,0.009653517
300592.SZ,可选消费,创业板,否,2017,5.21,30600000,34596000,西部证券股份有限公司,"网下询价,上网定价",23,136,0.005370131
300593.SZ,工业,创业板,否,2017,6.53,28890000,22054500,西部证券股份有限公司,"网下询价,上网定价",21,135.8510638,0.008054067
300595.SZ,医疗保健,创业板,否,2017,23.81,17000000,45310000,国元证券股份有限公司,上网定价,13,135.7538641,0.02051153
300596.SZ,材料,创业板,否,2017,11.29,30000000,67092600,华西证券股份有限公司,"网下询价,上网定价",22,135.9163592,0.083337933
300597.SZ,信息技术,创业板,否,2017,5.53,60000000,58482700,海通证券股份有限公司,"网下询价,上网定价",19,135.9296482,0.007428117
300598.SZ,信息技术,创业板,否,2017,8.73,20000000,34000000,万联证券股份有限公司,上网定价,11,135.7199682,0.0050107
300599.SZ,工业,创业板,否,2017,7.04,76000000,59868000,广发证券股份有限公司,"网下询价,上网定价",20,135.9960552,0.605502248
300600.SZ,工业,创业板,否,2017,13.73,25000000,38150000,海通证券股份有限公司,"网下询价,上网定价",19,135.8624178,0.0064818
300601.SZ,医疗保健,创业板,否,2017,3.29,42000000,27060500,中信建投证券股份有限公司,"网下询价,上网定价",26,135.2320675,0.002891072
300602.SZ,信息技术,创业板,否,2017,14.82,25000000,54286200,国金证券股份有限公司,"网下询价,上网定价",17,135.7544517,0.01291956
300603.SZ,信息技术,创业板,否,2017,4.55,25700000,33650000,海通证券股份有限公司,"网下询价,上网定价",17,136.0305344,0.00343537
300604.SZ,工业,创业板,否,2017,9.94,19050000,39719100,长江证券承销保荐有限公司,上网定价,18,135.639413,0.010357953
300605.SZ,信息技术,创业板,否,2017,9.4,21000000,25310000,中泰证券股份有限公司,"网下询价,上网定价",27,135.745938,0.006187143
300606.SZ,工业,创业板,否,2017,8.36,22300000,28854000,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",29,135.7142857,0.00902305
300607.SZ,工业,创业板,否,2017,18.74,18120000,38724400,安信证券股份有限公司,上网定价,21,135.8280845,0.055000994
300608.SZ,信息技术,创业板,否,2017,16.16,16855000,39403700,东方花旗证券有限公司,上网定价,24,135.8831113,0.011497419
300609.SZ,信息技术,创业板,否,2017,8.12,25000000,27726700,安信证券股份有限公司,"网下询价,上网定价",28,135.9281437,0.0033386
300610.SZ,材料,创业板,否,2017,10.57,25000000,46030000,中航证券有限公司,"网下询价,上网定价",27,135.8081472,0.007860321
300611.SZ,可选消费,创业板,否,2017,11.97,22370000,45695200,兴业证券股份有限公司,"网下询价,上网定价",26,135.962877,0.008234063
300612.SZ,可选消费,创业板,否,2017,16.14,18000000,41849600,中德证券有限责任公司,上网定价,21,135.757315,0.010600667
300613.SZ,信息技术,创业板,否,2017,55.64,11111500,51236400,广发证券股份有限公司,上网定价,14,135.7588617,0.022023041
300615.SZ,信息技术,创业板,否,2017,14.37,20000000,37776100,爱建证券有限责任公司,上网定价,21,135.8144031,0.0068635
300616.SZ,可选消费,创业板,否,2017,54.35,27000000,94147000,招商证券股份有限公司,"网下询价,上网定价",22,135.829287,0.92084837
300617.SZ,工业,创业板,否,2017,24.38,16670000,52470400,华泰联合证券有限责任公司,上网定价,15,135.773284,0.01834715
300618.SZ,材料,创业板,否,2017,12.45,30000000,47891042.2,民生证券股份有限公司,"网下询价,上网定价",20,135.9174568,0.002798867
300619.SZ,工业,创业板,否,2017,10.98,18680000,33472000,民生证券股份有限公司,上网定价,16,135.7368754,0.003683619
300620.SZ,信息技术,创业板,否,2017,11.43,22000000,31460000,安信证券股份有限公司,"网下询价,上网定价",17,135.8444714,0.002236727
300621.SZ,工业,创业板,否,2017,8.6,34000000,36658100,国海证券股份有限公司,"网下询价,上网定价",23,135.7027464,0.009600324
300622.SZ,可选消费,创业板,否,2017,9.83,21450000,40309500,中德证券有限责任公司,"网下询价,上网定价",21,135.8757062,0.003279068
300623.SZ,信息技术,创业板,否,2017,27.63,23600000,49619400,西南证券股份有限公司,"网下询价,上网定价",20,135.8632822,0.010945043
300624.SZ,信息技术,创业板,否,2018,16.55,20000000,41376400,华林证券股份有限公司,上网定价,15,135.7532522,0.763136148
300625.SZ,可选消费,创业板,否,2017,19.3,70000000,85439000,广发证券股份有限公司,"网下询价,上网定价",18,120.5829435,0.793901086
300626.SZ,工业,创业板,否,2017,7.5,25000000,35348000,中泰证券股份有限公司,"网下询价,上网定价",19,135.9259259,0.00713356
300627.SZ,工业,创业板,否,2017,12.77,29800000,51112700,广发证券股份有限公司,"网下询价,上网定价",19,135.7803154,0.003191946
300628.SZ,信息技术,创业板,否,2017,88.67,18670000,65921700,中国国际金融股份有限公司,上网定价,15,135.8161028,0.025889661
300629.SZ,工业,创业板,否,2017,8.28,16666700,26111700,恒泰长财证券有限责任公司,上网定价,15,135.8221477,0.003739913
